Id,SalePrice
1461,122370.56251611469
1462,160943.8086649117
1463,187122.22158767417
1464,192827.94551982204
1465,197792.77888851077
1466,174802.17964580088
1467,174142.0322952647
1468,162979.07767204623
1469,184737.96293391762
1470,126311.23477569185
1471,197667.47514708032
1472,96751.06556887928
1473,96628.22346047442
1474,144505.34640672497
1475,112194.45913864554
1476,382273.7980461902
1477,251124.71901387168
1478,286799.4894217053
1479,286832.636722723
1480,491208.6056838699
1481,316826.70945804624
1482,206213.64144301906
1483,180071.95707133855
1484,168076.518430245
1485,188168.7570515739
1486,197896.75877106475
1487,351329.669596563
1488,228709.16287232022
1489,201684.61845009658
1490,237429.54754726318
1491,194552.60760238895
1492,89281.69811768891
1493,180668.0250293833
1494,299370.5108079315
1495,290738.9323996169
1496,243121.63581844376
1497,182797.76326360714
1498,168890.9420950457
1499,164651.43312874416
1500,156653.2349933161
1501,177527.27024496763
1502,144731.52266548766
1503,282533.5483936471
1504,241504.4639441544
1505,228270.83002710136
1506,179840.62071169715
1507,255198.69413191336
1508,208359.47600284868
1509,162836.86652430226
1510,147924.56305816912
1511,150360.66824176197
1512,167651.895873481
1513,148698.09334911438
1514,154077.79042389526
1515,191339.80716418347
1516,153970.71775665457
1517,161344.4270878949
1518,130059.00216168046
1519,224485.9900316294
1520,136044.0514005816
1521,139583.48701374768
1522,176105.43017484626
1523,110775.98091483387
1524,121921.6042576882
1525,120324.01575143391
1526,114454.07118118736
1527,100527.05359528071
1528,134813.40246678295
1529,152012.36058596344
1530,164775.64956923507
1531,103601.53070065609
1532,90775.14136351763
1533,140519.14136662835
1534,125523.56458395717
1535,151088.0261975774
1536,105905.01924708004
1537,65779.63386472355
1538,142415.13741828207
1539,192676.59378620796
1540,106086.19183420658
1541,139091.85480956014
1542,148092.7748755861
1543,194366.25277304833
1544,76926.6816487754
1545,108181.27103925783
1546,139209.191645041
1547,132820.38601441713
1548,131944.2289412769
1549,115501.90439062126
1550,145633.1513464819
1551,111778.34648225358
1552,143548.32983104335
1553,150587.00792271819
1554,111292.0998209111
1555,165883.71002453577
1556,93820.08151399973
1557,109214.64790650175
1558,105504.5736185009
1559,82901.24329401659
1560,127944.18829822764
1561,139784.56868666675
1562,129987.13072431975
1563,123872.0121071406
1564,161609.18988676442
1565,154854.71667249376
1566,230104.39488852196
1567,77916.80098410496
1568,241863.74509453942
1569,140986.959253644
1570,134679.36282920523
1571,119172.14541289941
1572,145813.30766686742
1573,241827.04284886643
1574,131675.06142106152
1575,224174.2130197385
1576,234087.33292055596
1577,189805.7883895432
1578,136152.7659369188
1579,147655.4581946441
1580,193978.28427333233
1581,145165.9864146161
1582,122999.18039022463
1583,306300.84396755724
1584,224181.22479372087
1585,140989.12995883508
1586,64571.567320020244
1587,102002.0760447612
1588,148569.77569932907
1589,98017.93138933943
1590,134535.67359484642
1591,95070.11855872354
1592,118925.99066088258
1593,124122.06648915209
1594,121028.51988420467
1595,123680.09055886933
1596,235932.52291013603
1597,197705.1731187885
1598,221037.96306254552
1599,163612.86574561324
1600,170420.31337095535
1601,62158.63487082826
1602,124018.0778010377
1603,73473.81246697328
1604,270882.7222392781
1605,240357.8745359455
1606,163289.33484015273
1607,168707.0264542396
1608,212687.2078245625
1609,186277.70470030428
1610,152610.57514539463
1611,141729.1186031643
1612,170624.4632617686
1613,164511.4541146378
1614,118435.46332643348
1615,83436.50378390618
1616,79213.26183890672
1617,86635.40445030997
1618,125094.52434718552
1619,135534.40885275605
1620,176662.30874585413
1621,142992.66499644308
1622,140814.49453521683
1623,268766.56938546104
1624,219311.34064640183
1625,123467.32410423816
1626,166506.54798407707
1627,195238.28738714143
1628,270372.85421602067
1629,184151.23633155483
1630,367505.9965615763
1631,221489.16832129253
1632,244236.57220345052
1633,172926.42881819993
1634,187597.498784109
1635,178288.34827215687
1636,155630.702410705
1637,197263.8183222958
1638,182019.6999426826
1639,182511.0245383198
1640,245155.1812805566
1641,188222.3363899162
1642,237428.55926271403
1643,220190.902767676
1644,237124.62262389454
1645,193079.09465321995
1646,158784.6537485551
1647,163668.17538485047
1648,132281.6102166613
1649,134097.55041860716
1650,111477.08036011868
1651,118304.01293912252
1652,97691.64616804701
1653,96181.3485266398
1654,146526.54110437754
1655,140121.8756499706
1656,144741.30850745022
1657,149100.87214833545
1658,145428.9312843381
1659,118696.00501918406
1660,154550.09162333072
1661,460779.79286830383
1662,401756.05482772336
1663,392172.2679582153
1664,481628.9115901178
1665,311205.4746135309
1666,330806.2387640668
1667,394397.94847628206
1668,349611.978641917
1669,299989.0696959706
1670,355427.150274363
1671,266634.9934423278
1672,437416.4074784286
1673,291177.14357104513
1674,241285.82781006547
1675,197813.06940606638
1676,195442.4834886798
1677,220726.8693926814
1678,470738.5229506349
1679,393872.10991137405
1680,343193.506294088
1681,249683.88864659006
1682,308335.5675983051
1683,180311.42846108455
1684,172641.2658685947
1685,175112.51216947185
1686,170087.1746161264
1687,171431.5774636215
1688,194024.32652262592
1689,198142.31737429783
1690,195995.1006680319
1691,184719.87748539384
1692,263040.7473273977
1693,173872.1841610515
1694,181822.59901269354
1695,166373.69332017354
1696,274611.2587848831
1697,164972.00532857017
1698,364652.27618316887
1699,323610.68733490823
1700,259414.30528027794
1701,273360.6106170827
1702,248427.4624127724
1703,245993.5655593319
1704,282804.8905874993
1705,236701.22953212523
1706,439380.33840382425
1707,214872.92602646883
1708,206708.93788146286
1709,269787.8872466262
1710,220364.94982652104
1711,267175.72062230576
1712,259382.9494944895
1713,278751.8744729526
1714,227575.93166729494
1715,209448.74152211132
1716,180221.85439258092
1717,169090.7545982858
1718,136280.49969780695
1719,202704.78569291256
1720,243594.7390946505
1721,167604.54422699017
1722,128594.28333417633
1723,157601.01848926564
1724,211345.4076742971
1725,238263.62094744275
1726,187623.6157623844
1727,160610.0522840334
1728,179853.6735619888
1729,162201.11965394442
1730,142416.4423950318
1731,123102.25383627704
1732,127371.23525966138
1733,120488.9886220931
1734,122102.16091805488
1735,127181.8968389733
